0.000000	0.000000
0.200000	0.198669
0.400000	0.389418
0.600000	0.564642
0.800000	0.717356
1.000000	0.841471
1.200000	0.932039
1.400000	0.985450
1.600000	0.999574
1.800000	0.973848
2.000000	0.909297
2.200000	0.808496
2.400000	0.675463
2.600000	0.515501
2.800000	0.334988
3.000000	0.141120
3.200000	-0.058374
3.400000	-0.255541
3.600000	-0.442520
3.800000	-0.611858
4.000000	-0.756802
4.200000	-0.871576
4.400000	-0.951602
4.600000	-0.993691
4.800000	-0.996165
5.000000	-0.958924
5.200000	-0.883455
5.400000	-0.772764
5.600000	-0.631267
5.800000	-0.464602
6.000000	-0.279415
6.200000	-0.083089
6.400000	0.116549
6.600000	0.311541
6.800000	0.494113
7.000000	0.656987
7.200000	0.793668
7.400000	0.898708
7.600000	0.967920
7.800000	0.998543
8.000000	0.989358
8.200000	0.940731
8.400000	0.854599
8.600000	0.734397
8.800000	0.584917
9.000000	0.412118
9.200000	0.222890
9.400000	0.024775
9.600000	-0.174327
9.800000	-0.366479
10.000000	-0.544021
10.200000	-0.699875
10.400000	-0.827826
10.600000	-0.922775
10.800000	-0.980936
11.000000	-0.999990
11.200000	-0.979178
11.400000	-0.919329
11.600000	-0.822829
11.800000	-0.693525
12.000000	-0.536573
12.200000	-0.358229
12.400000	-0.165604
12.600000	0.033623
12.800000	0.231510
13.000000	0.420167
13.200000	0.592074
13.400000	0.740376
13.600000	0.859162
13.800000	0.943696
14.000000	0.990607
14.200000	0.998027
14.400000	0.965658
14.600000	0.894791
14.800000	0.788252
15.000000	0.650288
15.200000	0.486399
15.400000	0.303118
15.600000	0.107754
15.800000	-0.091907
16.000000	-0.287903
16.200000	-0.472422
16.400000	-0.638107
16.600000	-0.778352
16.800000	-0.887567
17.000000	-0.961397
17.200000	-0.996900
17.400000	-0.992659
17.600000	-0.948844
17.800000	-0.867202
18.000000	-0.750987
18.200000	-0.604833
18.400000	-0.434566
18.600000	-0.246974
18.800000	-0.049536
19.000000	0.149877
19.200000	0.343315
19.400000	0.523066
19.600000	0.681964
19.800000	0.813674
20.000000	0.912945
